id,keyword,location,text,target,text_clean
6183,harm,,both cause untold harm that affect families and individuals for… https://t.co/gdx6VstxF5,0,both cause untold harm that affect families and individuals for
6184,harm,Leeds,We take safeguarding seriously. If you think an attorney or a deputy is not acting lawfully for the person they are responsi…,0,we take safeguarding seriously if you think an attorney or a deputy is not acting lawfully for the person they are responsi
6185,harm,,We can tell it's neither a virus or a parasite because in both cases they harm the host,0,we can tell it s neither a virus or a parasite because in both cases they harm the host
6186,harm,Ipswich,I’d be a lot more concerned about uncle Andrew and his dead paedophile mate and the har… https://t.co/6QR6AwUSCM,0,i d be a lot more concerned about uncle andrew and his dead paedophile mate and the har
6187,harm,,"Laughter is yours my dear because you are God's property and no one born of a woman can harm you, unmer…",0,laughter is yours my dear because you are god s property and no one born of a woman can harm you unmer
6188,harm,Adelaide South Australia,How someone responds on social media tells me lot about them not myself please try not to take hater… https://t.co/qiYQCeTweU,0,how someone responds on social media tells me lot about them not myself please try not to take hater
6189,harm,بريدة، القصيم,Yahā Ibn Abū Kathīr said: ❝The tale-carrier and liar causes more harm within an hour than the magician does within a year.…,0,yah ibn ab kath r said the tale carrier and liar causes more harm within an hour than the magician does within a year
6190,harm,대한민국 서울,"( I'm seeking for someone who want to be my older brother, he's the one I trust in family. He's also… https://t.co/y5zMA7TVAO",0,i m seeking for someone who want to be my older brother he s the one i trust in family he s also
6191,harm,,pretty girls &amp;bad Girls need guys like me who overstand they R people 2 because many a trick has been tur…,0,pretty girls amp bad girls need guys like me who overstand they r people because many a trick has been tur
6192,harm,"England, United Kingdom",Brexit certainty fills the UK's exporters with a new determination. Certain that remaini… https://t.co/A5H3iUbA4m,0,brexit certainty fills the uk s exporters with a new determination certain that remaini
6193,harm,"Lucknow, India","We are producing 300 million tonnes of plastic, out of which 50% is single-use plastic which is just utilised once, cau…",0,we are producing million tonnes of plastic out of which is single use plastic which is just utilised once cau
6194,harm,,pretty girls &amp;bad Girls need guys like me who overstand they R people 2 because many a trick has b… https://t.co/nYwL6CXwp6,0,pretty girls amp bad girls need guys like me who overstand they r people because many a trick has b
6195,harm,mamamoo's four seasons,"I do get where they are coming from. But ill leave them to their work. I'm scared as well, but I trust Yongsun tha… https://t.co/na1CVG7QP3",0,i do get where they are coming from but ill leave them to their work i m scared as well but i trust yongsun tha
6196,harm,London,It's Time to Replace Slaughterhouses With Greenhouses - Free From Harm https://t.co/hNjF8wTv8f,0,it s time to replace slaughterhouses with greenhouses free from harm
6197,harm,"Leeds, England","Finally, also massively important to note that all of these recommendations are intended to reduce harm and minimis… https://t.co/2KEMHIw2Qa",0,finally also massively important to note that all of these recommendations are intended to reduce harm and minimis
6198,harm,Sydney,It’s always fascinating when folks who have meted our hatred find they’re unable to handle it coming back their way. It’s…,0,it s always fascinating when folks who have meted our hatred find they re unable to handle it coming back their way it s
6199,harm,Los Angeles,"So help me, if I hear one more comment about how the Astros are worse than Pete Rose, I’m going to harm someone. Or… https://t.co/7USJW1N3sc",0,so help me if i hear one more comment about how the astros are worse than pete rose i m going to harm someone or
6200,hazard,"Texas, USA",This is helpful information. Send the date &amp; location where videos or pictures like this are taken &amp; I’ll have the Texa…,0,this is helpful information send the date amp location where videos or pictures like this are taken amp i ll have the texa
6201,hazard,Naptown,There’s a lot to unpack from tonight’s City Council Meeting and more information will come out in the coming days. On…,0,there s a lot to unpack from tonight s city council meeting and more information will come out in the coming days on
6202,hazard,,Greens policy platform supports hazard reduction. Check it. Greens comprise less th… https://t.co/ohmpPlo8CQ,0,greens policy platform supports hazard reduction check it greens comprise less th
6203,hazard,,Blue Mountains resident fought for permission to hazard reduction burn for two and a half years https://t.co/iGs0b5tYVh,0,blue mountains resident fought for permission to hazard reduction burn for two and a half years
6204,hazard,,Hello,0,hello
6205,hazard,41168145,I am the hazard,0,i am the hazard
6206,hazard,Zylofon Arts Complex.,It's an occupational hazard. They must be ready for it.big ups to #ShowbizAgenda #Abor…,0,it s an occupational hazard they must be ready for it big ups to showbizagenda abor
6207,hazard,,Into upgrade packs and then put the high rateda into hazard,0,into upgrade packs and then put the high rateda into hazard
6208,hazard,"Delft, Nederland",Goals this season👑 Rashford 19 Martial 11 Greenwood 9 = 39 Messi 18 Ronaldo 16 Hazard 1 = 35 Mane 13 Salah 14…,0,goals this season rashford martial greenwood messi ronaldo hazard mane salah
6209,hazard,Ireland,"""Politicians have taken away our right to protect ourselves.” Blue Mountains resident fought for permission for two and…",0,politicians have taken away our right to protect ourselves blue mountains resident fought for permission for two and
6210,hazard,,- Mourinho with managerial masterclass - Costa deadly in the box - Fabregas with numerous assists - Ivanovic with monste…,0,mourinho with managerial masterclass costa deadly in the box fabregas with numerous assists ivanovic with monste
6211,hazard,,1. When your dog/cat starts peeing on it/crapping in the pot 2. When you get sick of cleaning up the drop… https://t.co/dT2gb0f0fW,0,when your dog cat starts peeing on it crapping in the pot when you get sick of cleaning up the drop
6212,hazard,"RTing is not an endorsement, but vague agreement . #BritishIndependence","I hazard a guess , you may be right. It was done recently over UKraine to attempt to smear the victim.. https://t.co/cMQYmui6c6",0,i hazard a guess you may be right it was done recently over ukraine to attempt to smear the victim
6213,hazard,Sc: harold.od,Hazard is last sha,0,hazard is last sha
6214,hazard,"Lagos, Nigeria",Xavi went to Al sadd and Iniesta went to Asia. More like going to j… https://t.co/GxBhc4M3hl,0,xavi went to al sadd and iniesta went to asia more like going to j
6215,hazard,Yerushalayim,Sophistry from Greens leader Richard Di Natale - for years his party and greenies inside bureaucracies like NSWPWS have…,0,sophistry from greens leader richard di natale for years his party and greenies inside bureaucracies like nswpws have
6216,hazard,"Accra, Ghana",It's an occupational hazard. They must be ready for it.big ups to #ShowbizAgenda #Aborbitadi,0,it s an occupational hazard they must be ready for it big ups to showbizagenda aborbitadi
6217,hazard,Nigeria,Neymar Hazard Mahrez Mane.,0,neymar hazard mahrez mane
6218,hazard,Brisbane,See how close you get to hazard with the ugprades,0,see how close you get to hazard with the ugprades
6219,hazard,"Washington DC, USA",#DYK: 90% of urban expansion in developing countries takes place near hazard-prone areas. What can be done to safeguard gr…,0,dyk of urban expansion in developing countries takes place near hazard prone areas what can be done to safeguard gr
6220,hazard,,⚠️ ROAD HAZARD - Please be aware that we have received reports of a pothole causing issues to vehicles travelling on Moun…,1,road hazard please be aware that we have received reports of a pothole causing issues to vehicles travelling on moun
6221,hazard,Sydney,Wow. Did the presenters on just let Steve Price lie twice about green councils locking up land &amp; preventi…,0,wow did the presenters on just let steve price lie twice about green councils locking up land amp preventi
6222,hazard,Nigeria,If you like any of these : Arsenal Speedy Naira Marley Aubameyang Boobs Steph Curry Cardi B Davido Wizkid Neymar Mayorkun…,0,if you like any of these arsenal speedy naira marley aubameyang boobs steph curry cardi b davido wizkid neymar mayorkun
6223,hazard,"East Midlands, England",I may need that bio hazard one myself holy shit,0,i may need that bio hazard one myself holy shit
6224,hazard,,Blue Mountains resident fought for permission to hazard reduction burn for two and a half years... https://t.co/hkFb36…,0,blue mountains resident fought for permission to hazard reduction burn for two and a half years
6225,hazard,Twenty Seven,Eden Hazard distracting the Iranian army https://t.co/Z8Gqq6Pp4C,0,eden hazard distracting the iranian army
6226,hazard,Nairobi,hazard,0,hazard
6227,hazard,"Melbourne, Victoria",Literally the only Greens minister in the country... ordered hazard reduction burns. https://t.co/irfjnUYqE8,0,literally the only greens minister in the country ordered hazard reduction burns
6228,hazard,,ABC fails to mention multiple independent peer reviewed studies show hazard reduction burning is… https://t.co/W7xVEesYkb,0,abc fails to mention multiple independent peer reviewed studies show hazard reduction burning is
6229,hazard,where I wanna be.....,"Paul pogba vs Ross Barkley PL career Minutes played: 14,519 - 14,503 Goals: 35 - 46 Assists: 37 - 35 Penalties scored: 9…",0,paul pogba vs ross barkley pl career minutes played goals assists penalties scored
6230,hazard,,I don't hear him asking for a job in the clip. There is a lot of guessing what H &amp; M have said or… https://t.co/WF1RF4Osjt,0,i don t hear him asking for a job in the clip there is a lot of guessing what h amp m have said or
6231,hazard,With Leonne's Mum,"Upgrade packs, you’ll be able to do Hazard w the players u pack",0,upgrade packs you ll be able to do hazard w the players u pack
6232,hazard,"Whittlesey, England","Tickets are going well for this night, you better get in quick VIP &amp; Standard tickets available #COYS #THFC… https://t.co/WCvY1BATzv",0,tickets are going well for this night you better get in quick vip amp standard tickets available coys thfc
6233,hazard,England,"1 million coins left after I've built my team, do I put it all into upgrade packs or finish Hazard?",0,million coins left after i ve built my team do i put it all into upgrade packs or finish hazard
6234,hazard,soup,for the last time stop calling wen ning a PUBLIC HEALTH HAZARD he is my BUSINESS PARTNER,0,for the last time stop calling wen ning a public health hazard he is my business partner
6235,hazard,Nairobi,Githurai 45 is very dirty especially along the road where the fruit vendors are. Heaps of stinking garbage dumped along Thi…,0,githurai is very dirty especially along the road where the fruit vendors are heaps of stinking garbage dumped along thi
6236,hazard,"Quezon City, National Capital ","Note that this is on the NE side of the caldera, on the outer lakeshore. The low NE &amp; SW sides of the caldera have experie…",0,note that this is on the ne side of the caldera on the outer lakeshore the low ne amp sw sides of the caldera have experie
6237,hazard,,Hazard in the game but I’m not Belgian,0,hazard in the game but i m not belgian
6238,hazard,,Dear Noah and other Aus Open players. I am a professional firefighter in Melbourne. I know a little bit about the health haz…,0,dear noah and other aus open players i am a professional firefighter in melbourne i know a little bit about the health haz
6239,hazard,"กรุงเทพมหานคร, ประเทศไทย",Apple Field - A mix of Red &amp; White Pollen - Hazard: 2 Scorpions (Or 1 Worm if you plan on using that mob…,0,apple field a mix of red amp white pollen hazard scorpions or worm if you plan on using that mob
6240,hazard,,"Agreed. Contes Chelsea was a beast! Hazard and Costa menace, and the ""unknown"" Alonso down the wing scoring goals f… https://t.co/iCdTLNL3dF",0,agreed contes chelsea was a beast hazard and costa menace and the unknown alonso down the wing scoring goals f
6241,hazard,Malaysia,Hazard on E2 Lebuhraya Utara Selatan #kltu. Traffic moving 11m slower than usual. https://t.co/0viourXizm https://t.co/Cc47pQrJVT,1,hazard on e lebuhraya utara selatan kltu traffic moving m slower than usual
6242,hazard,Midleton,Car parked in disabled space on Cathedral Street in #DublinTown with no permit displayed All important hazard light s…,0,car parked in disabled space on cathedral street in dublintown with no permit displayed all important hazard light s
6243,hazard,"Nottingham, England","Occupational hazard as all us #Court and #Crime reporters know, my friend",0,occupational hazard as all us court and crime reporters know my friend
6244,hazard,Johannesburg,Yeyi! That one on 6th was a massive hazard! almost took himself to his grave the other day.,1,yeyi that one on th was a massive hazard almost took himself to his grave the other day
6245,hazard,In God’s own country.,Blue Mountains resident fought for permission to hazard reduction burn for two and a half years https://t.co/GrgDCnVK2R,0,blue mountains resident fought for permission to hazard reduction burn for two and a half years
6246,hazard,,Are there rules for hosting ? Letting Pricey talk lies about “green councils” stopping h… https://t.co/hZxf0oVvoe,0,are there rules for hosting letting pricey talk lies about green councils stopping h
6247,hazard,Gympie,I usually enjoy the Drum but it is outrageous to have such ignorant people like Ann Sudmalis spouting her venom. To conti…,0,i usually enjoy the drum but it is outrageous to have such ignorant people like ann sudmalis spouting her venom to conti
6248,hazard,"New Farm, Brisbane","Spoke to a guy from country Victoria today. He informed me they're calling their #bushfires 'the Greenies' fires"". When I poi…",0,spoke to a guy from country victoria today he informed me they re calling their bushfires the greenies fires when i poi
6249,hazard,"Southampton, England",😂 A hazard for some of being intelligent; PhDs are smart enough to cram a lot more wrongn… https://t.co/D4jsb3P72B,0,a hazard for some of being intelligent phds are smart enough to cram a lot more wrongn
6250,hazard,océ,"Retweet in just 5 seconds, you will receive a goodnews. https://t.co/b6WIFQUyUZ",0,retweet in just seconds you will receive a goodnews
6251,hazard,"Sacramento, CA",Good. This woman is clearly ill and a public safety hazard.,0,good this woman is clearly ill and a public safety hazard
6252,hazard,Zurich,♫ Hazard - Puzzlebox ♫ Listen: https://t.co/SmhMdFhMZb #nowplaying,0,hazard puzzlebox listen nowplaying
6253,hazard,"Abuja, Nigeria","But at , we had someone who benched Hazard because his team was conceding goals. The best thing that happened to Mah…",0,but at we had someone who benched hazard because his team was conceding goals the best thing that happened to mah
6254,hazard,"McAllen, TX 🌴🌺","Texas Governor calls residents a ""hazard that must be removed "" by cleaning crews.",0,texas governor calls residents a hazard that must be removed by cleaning crews
6255,hazard,"Kaduna, Nigeria",https://t.co/hh5JoRHdFb hazard imitating sterling 😂😂😂💔,0,hazard imitating sterling
6256,hazardous,"San Diego, CA",The air quality is well over hazardous levels in Melbourne today. No one should be doing physically strenuous work outsid…,1,the air quality is well over hazardous levels in melbourne today no one should be doing physically strenuous work outsid
6257,hazardous,"Police Point, Tasmania","Melbourne joins Sydney, Canberra and hundreds of regional towns having hazardous air quality Wonder who the climate denie…",1,melbourne joins sydney canberra and hundreds of regional towns having hazardous air quality wonder who the climate denie
6258,hazardous,"Bristol, England","Today Melbourne’s air was the most polluted in the world with AQI readings up to 758, 2x hazardous levels. It’s so bad tha…",1,today melbourne s air was the most polluted in the world with aqi readings up to x hazardous levels it s so bad tha
6259,hazardous,,Hazardous eruption a possibility after Philippines volcano erupts https://t.co/cwtpUi602z via Another natu… https://t.co/MGQRjKKqpp,1,hazardous eruption a possibility after philippines volcano erupts via another natu
6260,hazardous,Republic of the Philippines,ERUPTION UPDATE FOR TAAL VOLCANO ALERT LEVEL 4 (HAZARDOUS ERUPTION IMMINENT) 14 JANUARY 2020 01:00 PM #TaalVolcano #Ta…,1,eruption update for taal volcano alert level hazardous eruption imminent january pm taalvolcano ta
6261,hazardous,Alphen aan den Rijn,Hazardous eruption a possibility after Philippines volcano erupts https://t.co/o9qtzfwe5D,1,hazardous eruption a possibility after philippines volcano erupts
6262,hazardous,"Melbourne, Victoria (Boon wurrung)","Melbourne's air quality on Tuesday morning is at levels worse than predicted due to an influx of bushfire smoke, plummeting to…",1,melbourne s air quality on tuesday morning is at levels worse than predicted due to an influx of bushfire smoke plummeting to
6263,hazardous,,The #airquality in Melbourne is hazardous today due to the bushfires. The advises Melburnians should try…,1,the airquality in melbourne is hazardous today due to the bushfires the advises melburnians should try
6264,hazardous,Tatala Binangonan Rizal,Hazardous Taal eruption could affect power distribution – First Gen https://t.co/WHrud5GMOf,1,hazardous taal eruption could affect power distribution first gen
6265,hazardous,都内,"In the Philippines, Taal Volcano has errupted and it’s now under alert #4, a warning that a hazardous explosive eruption is…",1,in the philippines taal volcano has errupted and it s now under alert a warning that a hazardous explosive eruption is
6266,hazardous,amy.coopes at croakey.org,"Further on this, I have received a little respiratory physiology tutorial explaining just how bad it is to expect e… https://t.co/IhkgDBcSla",0,further on this i have received a little respiratory physiology tutorial explaining just how bad it is to expect e
6267,hazardous,"Eagleby, Queensland, Australia",Outrageous that tennis players were made to play when air quality conditions are rated between very poor &amp; hazardous. HAZARDO…,0,outrageous that tennis players were made to play when air quality conditions are rated between very poor amp hazardous hazardo
6268,hazardous,"Hoddesdon, East","Gasp with shock &amp; delight at the spectacle of stupid pugnacious thugs punching, kicking, and throwing their foes in… https://t.co/PGoPrP6yer",0,gasp with shock amp delight at the spectacle of stupid pugnacious thugs punching kicking and throwing their foes in
6269,hazardous,#ImpeachTrump,"Taal volcano news – live: 'Hazardous eruption' set to hit Philippines within hours, authorities warn: Follow latest updates as…",1,taal volcano news live hazardous eruption set to hit philippines within hours authorities warn follow latest updates as
6270,hazardous,"Bangkok, Thailand",Kids shouldn't be doing this. They don't even have any protective gear like masks and gloves! This is poverty driving childr…,0,kids shouldn t be doing this they don t even have any protective gear like masks and gloves this is poverty driving childr
6271,hazardous,East,"Due to the increasing levels of nitrogen dioxide caused by the #taalvolcano eruption, air quality with the reddish-brown p…",1,due to the increasing levels of nitrogen dioxide caused by the taalvolcano eruption air quality with the reddish brown p
6272,hazardous,Glebe NSW Australia,"Victoria has recorded some of the most hazardous air quality in the world. If you're over 65, under 15, pregnant or you have a…",1,victoria has recorded some of the most hazardous air quality in the world if you re over under pregnant or you have a
6273,hazardous,"Minnesota, USA",Melbourne's air quality 'worst in the world' as bushfires continue to burn across Victoria https://t.co/44wOfgYcSN,1,melbourne s air quality worst in the world as bushfires continue to burn across victoria
6274,hazardous,"Metcalfe East, Victoria",Video of poor Ms Jakupovic choking on Australia's hazardous air. But a drop of rain falls and everyone runs for cover. Lesso…,0,video of poor ms jakupovic choking on australia s hazardous air but a drop of rain falls and everyone runs for cover lesso
6275,hazardous,Sydney,"First Sydney then Canberra, now Melbourne - Melbourne's hazardous #AirPollution quality worst in the world overnight due to #A…",1,first sydney then canberra now melbourne melbourne s hazardous airpollution quality worst in the world overnight due to a
6276,hazardous,"Melbourne, Victoria",This Coalition MP has a message for all Victorians dealing with hazardous air quality today,1,this coalition mp has a message for all victorians dealing with hazardous air quality today
6277,hazardous,Republic of the Philippines,"With the latest news on the eruption of Taal Volcano last (January 12, 2020), we advise the Lasallian community to stay safe…",1,with the latest news on the eruption of taal volcano last january we advise the lasallian community to stay safe
6278,hazardous,philippians 4:13,"Alert Level 4 still remains in effect over Taal Volcano, according to Phivolcs update at 1PM on Tuesday. This means t…",1,alert level still remains in effect over taal volcano according to phivolcs update at pm on tuesday this means t
6279,hazardous,"Melbourne, Australia",Updated air quality forecast for today and the next 3 days. MODERATE to HAZARDOUS conditions are forecast. EPA advises…,1,updated air quality forecast for today and the next days moderate to hazardous conditions are forecast epa advises
6280,hazardous,"Melbourne, Australia",. tennis organisers have been forced to delay the start of the qualifying tournament and suspend practic…,1,tennis organisers have been forced to delay the start of the qualifying tournament and suspend practic
6281,hazardous,,"❗Please note: pic is from Sunday. I used cause… the air was toxic on Sunday too, only a tiny bit less. It’s been ha… https://t.co/a8VKuJTN05",0,please note pic is from sunday i used cause the air was toxic on sunday too only a tiny bit less it s been ha
6282,hazardous,Bindal and Wulgurukaba Land,"Dropping the kids at childcare this a.m., the air quality was ‘hazardous’ and my app was showing me pictures of someone wear…",0,dropping the kids at childcare this a m the air quality was hazardous and my app was showing me pictures of someone wear
6283,hazardous,,"Love this new reality where you can get genuinely excited about the air quality moving from ""hazardous"" to a mere ""very unheal…",0,love this new reality where you can get genuinely excited about the air quality moving from hazardous to a mere very unheal
6284,hazardous,"Melbourne,  Australia",This Coalition MP has a message for all Victorians dealing with hazardous air quality today https://t.co/O7c2rd548Q,1,this coalition mp has a message for all victorians dealing with hazardous air quality today
6285,hazardous,"New York, NY","OKX issues Hazardous Weather Outlook (HWO) at Jan 14, 3:47 AM EST https://t.co/4WyhnDJVGJ",0,okx issues hazardous weather outlook hwo at jan am est
6286,hazardous,,"8:30am, EPA: ""all the Melbournians should try to stay indoors"" due to the hazardous AQI 9:30am, AO statement postponin…",1,am epa all the melbournians should try to stay indoors due to the hazardous aqi am ao statement postponin
6287,hazardous,"Melbourne, Victoria",This is the view from the roof of our office - usually we can see the MCG but today it's completely obscured by smoke haze…,0,this is the view from the roof of our office usually we can see the mcg but today it s completely obscured by smoke haze
6288,hazardous,"Mount Holly, NJ","PHI issues Hazardous Weather Outlook (HWO) at Jan 14, 3:46 AM EST https://t.co/NXT960iI3s",0,phi issues hazardous weather outlook hwo at jan am est
6289,hazardous,,Hazardous air quality 😔😔😔 not untrue because this air is so bad https://t.co/i2ZLoCwXi3,1,hazardous air quality not untrue because this air is so bad
6290,hazardous,"Orlando, FL","44/ As I said at the top, these soil behaviors only happen if you include the hazardous dust mixed in the soil simu… https://t.co/ndQ7kGPLQ0",0,as i said at the top these soil behaviors only happen if you include the hazardous dust mixed in the soil simu
6291,hazardous,"London, England",Why are none of the News Media reporting on this! Melbourne air quality drops to 'hazardous' levels as bushfire smo… https://t.co/g6e6R4mFUB,1,why are none of the news media reporting on this melbourne air quality drops to hazardous levels as bushfire smo
6292,hazardous,Cambridge,Melbourne choked by hazardous smoke as bushfires continue to burn across Victoria https://t.co/McmEpO9ZI3,1,melbourne choked by hazardous smoke as bushfires continue to burn across victoria
6293,hazardous,,Tennis player quits after coughing fit at smoky qualifiers https://t.co/E1P3kgpLop It is outrageous that the…,1,tennis player quits after coughing fit at smoky qualifiers it is outrageous that the
6294,hazardous,Melbourne,Melbourne's air quality 'worst in the world' as bushfires continue to burn across Victoria https://t.co/yotDRLNqhc,1,melbourne s air quality worst in the world as bushfires continue to burn across victoria
6295,hazardous,,how good are #FrankingCredits !!!??? you’re choking on #MelbourneSmoke.. with #AirQuality “hazardous” all day but at l…,0,how good are frankingcredits you re choking on melbournesmoke with airquality hazardous all day but at l
6296,hazardous,"Melbourne, Australia","🎾 Dalila Jakupovic has been forced to retire from the Australian Open qualifiers, after suffering a coughing fit. The…",1,dalila jakupovic has been forced to retire from the australian open qualifiers after suffering a coughing fit the
6297,hazardous,"Melbourne, Victoria",Melbourne's air quality 'worst in the world' as bushfires continue to burn across Victoria https://t.co/rq3B4SQnz5,1,melbourne s air quality worst in the world as bushfires continue to burn across victoria
6298,hazardous,"BKK, Thailand.","5. Due to hazardous smog and lack of sleep/rest, I have been sick multiple times (like now, I have bronchitis and I… https://t.co/Z51WL7FNCl",1,due to hazardous smog and lack of sleep rest i have been sick multiple times like now i have bronchitis and i
6299,hazardous,London,#earlybiz The wind and rain this week is making it hazardous to have an umbrella up! Keep warm and dry with a chunky merino w…,0,earlybiz the wind and rain this week is making it hazardous to have an umbrella up keep warm and dry with a chunky merino w
6300,hazardous,,Masks should be prepared if you don't want to face hazardous circumstances.,0,masks should be prepared if you don t want to face hazardous circumstances
6301,hazardous,"Houston/ Austin, Tx",⚠️Proceed with Caution ⚠️Content in this video may be hazardous to anyone NOT rocking with the 🟣🟡 today!!! YOU HAVE BEEN WARNED! 😤…,0,proceed with caution content in this video may be hazardous to anyone not rocking with the today you have been warned
6302,hazardous,,A few years ago I moved back to Melbourne from Seoul because the air pollution was making me sick. Today the air is ‘h…,0,a few years ago i moved back to melbourne from seoul because the air pollution was making me sick today the air is h
6303,hazardous,Melbourne,"Just sitting or walking in it is hazardous, it isn't good.",0,just sitting or walking in it is hazardous it isn t good
6304,hazardous,"Melbourne, Victoria",Melbourne air quality drops to 'hazardous' levels as bushfire smoke lingers over Victoria https://t.co/m1L1YhSgFr via,1,melbourne air quality drops to hazardous levels as bushfire smoke lingers over victoria via
6305,hazardous,"Melbourne, Australia","Advised the TypeHuman team to wfh as the air quality 💨 worsened in Melbourne to hazardous level today, due to the h… https://t.co/fiYfTsPhbA",0,advised the typehuman team to wfh as the air quality worsened in melbourne to hazardous level today due to the h
6306,hazardous,Manila,"Donovan Mitchell, the rising superstar from the Utah Jazz in the NBA, is among the many who expressed comfort and s… https://t.co/A9mQjKRtSo",0,donovan mitchell the rising superstar from the utah jazz in the nba is among the many who expressed comfort and s
6307,hazardous,,Can... We... Please... Stop... Calling... It... SMOKE HAZE... It’s HAZARDOUS AIR... &amp; it’s inflicting multi generatio…,0,can we please stop calling it smoke haze it s hazardous air amp it s inflicting multi generatio
6308,hazardous,,How dare #AustralianOpen put these athletes through this health torture? The #AirQuality in #Melbourne has been hazardous…,0,how dare australianopen put these athletes through this health torture the airquality in melbourne has been hazardous
6309,hazardous,Malta,"Nothing to see here. This is totally normal. Hah, loony lefties thinking fires are new. This is normal. Nothing to w…",0,nothing to see here this is totally normal hah loony lefties thinking fires are new this is normal nothing to w
6310,hazardous,Southern hemisphere,Australian Open matches to be confined to indoor courts if conditions turn hazardous | Article [AMP] | Reuters https://t.…,0,australian open matches to be confined to indoor courts if conditions turn hazardous article amp reuters
6311,hazardous,"sydney, NSW.","this shows that it doesn’t matter where u are in the country in terms of closeness to the fires, u can still be greatly i…",0,this shows that it doesn t matter where u are in the country in terms of closeness to the fires u can still be greatly i
6312,hazardous,,The 'hazardous' air level due to the #bushfires in #Australia makes impossible to continue a match.… https://t.co/Po6AS1SwDp,1,the hazardous air level due to the bushfires in australia makes impossible to continue a match
6313,hazardous,"Melbourne, Victoria, Australia",Australian Open matches to be confined to indoor courts if conditions turn hazardous | Article [AMP] | Reuters https://t.co/0jQtRXoFen,0,australian open matches to be confined to indoor courts if conditions turn hazardous article amp reuters
6314,hazardous,,Outdoor sports should not be played in Australia in summer anymore. It is hazardous to the health of bot… https://t.co/A9j6v3UyNs,0,outdoor sports should not be played in australia in summer anymore it is hazardous to the health of bot
6315,hazardous,ραѕιg ¢ιту,Trees and houses at the foot of Taal Volcano are partly buried in deep ashfall on Tuesday. Alert Level 4 still remain…,1,trees and houses at the foot of taal volcano are partly buried in deep ashfall on tuesday alert level still remain
6316,heat%20wave,where @valueraw is,Oshey! Heat wave 😒😒😒😒 Ps: IFB,0,oshey heat wave ps ifb
6317,heat%20wave,"Los Angeles, Ann Arbor",Reminds me of the book Heat Wave by Eric Klinenberg as well as this NYT article about Los Angeles.… https://t.co/6xUWBIjd7D,0,reminds me of the book heat wave by eric klinenberg as well as this nyt article about los angeles
6318,heat%20wave,🏘 🚖 ABUJA🏡🏢 TURN_ON MY🔔,Oshey! Heat wave 😒😒😒😒 Ps: IFB https://t.co/XnfQqB875J,0,oshey heat wave ps ifb
6319,heat%20wave,fuckin bot town bro,heat wave w,0,heat wave w
6320,heat%20wave,Worldwide,I wouldn't trust any of these companies to look after a pet in a heat wave - there needs to be an overhaul when ani… https://t.co/M3VUvOUWh7,0,i wouldn t trust any of these companies to look after a pet in a heat wave there needs to be an overhaul when ani
6321,heat%20wave,"Ibadan, Nigeria","The heat wave hasn't even started and we are seeing tweets. Defo ending in tears 😂 BTW, what was all that light sh… https://t.co/wTqYZXrRwM",0,the heat wave hasn t even started and we are seeing tweets defo ending in tears btw what was all that light sh
6322,heat%20wave,USA & Hong Kong,"The atmosphere is a heat engine. Assume it's 99% gases that absorb long wave IR. Then, the gas… https://t.co/YxNY4TGfeK",0,the atmosphere is a heat engine assume it s gases that absorb long wave ir then the gas
6323,heat%20wave,"Valhala, Rising ",Oshey! Heat wave 😒😒😒😒 Ps: IFB https://t.co/XnfQqB875J,0,oshey heat wave ps ifb
6324,heat%20wave,Watching The Moon,A Tropical Heat Wave. Zero Degree.,0,a tropical heat wave zero degree
6325,heat%20wave,United States,Here we are in Australia in the middle of summer Trapped in our homes--the air outside filled with smoke from delibera…,1,here we are in australia in the middle of summer trapped in our homes the air outside filled with smoke from delibera
6326,heat%20wave,,Here we are in Australia in the middle of summer Trapped in our homes--the air outside filled with smoke from delib… https://t.co/FJGaGEnSir,1,here we are in australia in the middle of summer trapped in our homes the air outside filled with smoke from delib
6327,heat%20wave,,Got up to 15 today and it felt like a heat wave #alaska,0,got up to today and it felt like a heat wave alaska
6328,heat%20wave,"scorpio☼, taurus☽, pisces⇡","wave it 😌,,BUT use a heat protectant",0,wave it but use a heat protectant
6329,heat%20wave,my head,This heat wave is unnecessary.,0,this heat wave is unnecessary
6330,heat%20wave,,It is 16 deg C at mid day here. Send heat wave from Kerala.,0,it is deg c at mid day here send heat wave from kerala
6331,heat%20wave,Abuja,"Holiday is over, even the Harmattan has packed bag... back to Canada 😭😤🤣 How else can we explain this sudden heat… https://t.co/xx3HyID5ui",0,holiday is over even the harmattan has packed bag back to canada how else can we explain this sudden heat
6332,heat%20wave,Mount Holly,Linda Ronstadt - Heat Wave,0,linda ronstadt heat wave
6333,heat%20wave,Cape Town,This heat wave is unnecessary.,0,this heat wave is unnecessary
6334,heat%20wave,Lokeren,Air pollution. Protest. Extreme heat. The Amazon. Elections. These are 5 environmental stories that could define 2020.…,0,air pollution protest extreme heat the amazon elections these are environmental stories that could define
6335,heat%20wave,Australia,"had some baby pigeons in eggs during our heatwave, and was sure they were goners. W… https://t.co/5NUSe820Xp",0,had some baby pigeons in eggs during our heatwave and was sure they were goners w
6336,heat%20wave,,"Those who claim current heat wave is unprecedented clearly have not bothered to do any research, as the attached…",0,those who claim current heat wave is unprecedented clearly have not bothered to do any research as the attached
